1	Standard for Flexible Metal Conduit
1488	Fire Resistant Pipe Protection Systems Carrying Combustible Liquids
1489	Audio-Video Products and Accessories
1492	Outline of Investigation for Underground Low-Energy Circuit Cable
1493	Standard for Ignition-Protection Test for Marine Products
1500	Standard for Hybrid Personal Flotation Devices
1517	Outline of Investigation for Sprinkler Systems Wire
1551	Standard for Electrically Isolated Semiconductor Devices
1557	Standard for Metal-Enclosed Low-Voltage Power Circuit Breaker Switchgear
1558	Standard for Insect-Control Equipment - Electrocution Type
1559	Standard for Dry-Type General Purpose and Power Transformers
1561	Standard for Transformers, Distribution, Dry-Type - Over 600 Volts
1562	Standard for Electric Spas, Equipment Assemblies, and Associated Equipment
1563	Standard for Electric Spas, Equipment Assemblies, and Associated Equipment
1563	Standard for Industrial Battery Chargers
1564	Standard for Industrial Battery Chargers
1564	Positioning Devices
1565	Standard for Receptacles and Switches Intended for Use with Aluminum Wire
1567	Standard for Metal-Clad Cables
1569	Standard for Stage and Studio Luminaires and Connector Strips
1573	Standard for Track Lighting Systems
1574	Flashlights and Lanterns
1576	Standard for Optical Isolators
1577	Reference Standard for Electrical Wires, Cables, and Flexible Cords
1581	Outline for Roof and Gutter De-icing Cable Units
1588	Standard for Sewing and Cutting Machines
1594	Luminaires
1598	Luminaires
1598	Standard for Supplemental Requirements for Luminaires for Installation on Marine Vessels
1598A	Standard for Supplemental Requirements for Luminaire Reflector Kits for Installation on Previously Installed Fluorescent
1598B	Light-Emitting Diode (LED) Retrofit Luminaire Conversion Kits
1598C	Standard for  Gasoline-Engine-Powered, Rigid-Cutting-Member Edgers and Edger-Trimmers
1602	Standard for Central-Station Burglar-Alarm Units
1610	Standard for Wall Protectors, Floor Protectors, and Hearth Extensions
1618	Resdential Sprinklers for Fire Protection Service
1626	Outline of Investigation for Residential Hose Cabinets
1630	Standard for Digital Alarm Communicator System Units
1635	Standard for Home Health Care Signaling Equipment
1637	Visible Signaling Devices for Fire Alarm and Signaling Systems, Including Accessories
1638	Visual Signal Appliances for General Signaling Use
1638A	Standard for Portable Power-Distribution Equipment
1640	Standard for Installation and Classification of Residential Burglar Alarm Systems
1641	Lithium Batteries
1642	Standard for Motor-Operated Massage and Exercise Machines
1647	Portable Power Cable
1650	Standard for Optical Fiber Cable
1651	FLEXIBLE METALLIC TUBING
1652	Flexible Metallic Tubing
1652	Electrical Nonmetallic Tubing
1653	Standard for Community-Antenna Television Cables
1655	Standard for Attachment Plug Blades for Use in Cord Sets and Power-Supply Cords
1659	Liquid-Tight Flexible Nonmetallic Conduit
1660	Standard for Test for Flame Propagation Height of Electrical and Optical-Fiber Cables Installed Vertically in Shafts
1666	Standard Test for Flame Propagation Height of Electrical and Optical-Fiber Cables Installed Vertically in Shafts
1666	Subject for Medium Voltage Circuit Breakers and Metal-Clad Switchgear
1670	Standard for Electric Space Heating Cables
1673	Standard for Conductive-Path andDischarge Path Resistors
1676	Subject for Communications Cable Assemblies
1677	Standard for Household, Commercial, and Institutional-Use Carts, Stands and Entertainment Centers for Use with Audio and/or Video Equipment
1678	Subject for ISO 9000 Registration Program
1679	Outline of Investigation for Stage and Lighting Cables
1680	Standard for Wiring Device Configurations
1681	Plugs, Receptacles, and Cable Connectors of the Pin and Sleeve Type
1682	Outline of Investigation for Electric Heating Products For Installation Under Floor Coverings
1683	Standard for Vertical-Tray Fire-Propagation and Smoke-Release Test for Electrical and Optical-Fiber Cables
1685	Standard for Pin and Sleeve Configurations
1686	Standard for Data-Processing Cable
1690	Single Pole Locking-Type Separable Connectors
1691	Standard for Polymeric Materials - Coil Forms
1692	Standard for Electric Radiant Heating Panels and Heating Panel Sets
1693	Standard for Tests for Flammability of Small Polymeric Component Materials
1694	Nonmetallic Mechanical Protection Tubing (NMPT)
1696	Mechanical Protection Tubing (MPT) and Fittings
1696	Subject 1697
1697	Personal Emergency Response Equipment
1698	Standard for Arc-Fault Circuit-Interrupters
1699	Outline of Investigation for Outlet Branch Circuit Arc-Fault Circuit-Interrupters	
1699A	Photovoltaic (PV) DC Arc-Fault Circuit Protection	
1699B	System Combination Arc-Fault Circuit Protection
1699C	Standard for Flat-Plate Photovoltaic Modules and Panels
1703	FLAT-PLATE PHOTOVOLTAIC MODULES AND PANELS
1703	Standard for Rapid Rise Fire Tests of Protection Materials for Structural Steel
1709	Standard for Amplifiers for Fire Protective Signaling Systems
1711	Tests for Ampacity of Insulated Electrical Conductors Installed in the Fire Protective System
1712	Standard for Pressure Pipe and Couplings, Glass Fiber-Reinforced, for Underground Fire Service
1713	Pressure Pipe and Couplings, Glass Fiber-Reinforced, for Underground Fire Service
1713	Standard for Fire Test of Interior Finish Material
1715	Fire Tests for Electrical Circuit Protective Systems
1724	Standard for Automatic Drain Valves for Standpipe Systems
1726	Standard for Commercial Electric Personal Grooming Appliances
1727	Standard for Smoke Detector Monitors and Accessories for Individual Living Units of Multifamily Residences and Hotel/Motel Rooms
1730	Standard for Smoke Detector Monitors and Accessories for Individual Living Units of Multifamily Residences and Hotel/Motel Rooms
1730	Standard for Venting Systems for Gas-Burning Appliances, Categories II, III, and IV
1738	Standard for Pilot-Operated Pressure-Control Valves for Fire-Protection Service
1739	Standard for Robots and Robotic Equipment
1740	Standard for Inverters, Converters, Controllers and Interconnection System Equipment for Use With Distributed Energy Resources
1741	Standard for External Corrosion Protection Systems For Steel Underground Storage Tanks
1746	Early Suppression Fast-Response Sprinklers
1767	Standard for Cylinder Valves
1769	Standard for Termination Boxes
1773	Standard for High-Pressure Cleaning Machines
1776	Standard for Chimney Liners
1777	Standard for Uninterruptible Power Supply Equipment
1778	Uninterruptible Power Systems
1778	Outline for Direct Connect Systems for Solid Fuel Burning Appliances
1783	Standard for Air Leakage Tests of Door Assemblies and Other Opening Protectives
1784	Direct Plug-In Nightlights
1786	Standard for Hydromassage Bathtubs
1795	POWER DISTRIBUTION CENTERS FOR COMMUNICATIONS EQUIPMENT
1801	Standard for Factory Follow-Up on Third Party Certified Portable Fire Extinguishers
1803	Standard for Laboratory Hoods and Cabinets
1805	FIRE-RESISTANT CABLE COATING MATERIALS
1807	Standard for Ducted Heat Recovery Ventilators
1812	Standard for Nonducted Heat Recovery Ventilators
1815	Standard for Fire Test of Pneumatic Tubing for Flame and Smoke Characteristics
1820	Standard for Fire Test of Pneumatic Tubing for Flame and Smoke Characteristics
1820	ANSI/CAN/UL Standard for Thermoplastic Sprinkler Pipe and Fittings for Fire Protection Service / ANSI/CAN/UL Norme relative aux tuyaux et raccords de gicleurs thermoplastiques pour le service de protection contre les incendies
1821	Outline of Investigation for Thermoplastic Sprinkler Pipe and Fittings for Low Pressure Dry Pipe Applications
1821A	Evaluating Compatibility of Products with CPVC Piping
1821B	Outline of Investigation for Electric Motors and Generators for Use in Class I, Division 2, Class I, Zone 2, Class II, Division 2 and Zone 22 Hazardous (Classified) Locations
1836	Outline of Investigation for Electric Motors and Generators for Use in Class I, Division 2, Class I, Zone 2, Class II, Division 2 and Zone 22 Hazardous (Classified) Locations
1836	Standard for Low Voltage Landscape Lighting Systems
1838	Standard for Automotive Battery Booster Cables
1839	Outline for Excavation Liners for Secondary Containment of Flammable and Combustible Liquids
1854	Underground Fuel Tank Internal Retrofit Systems
1856	Underground Fuel Tank Internal Retrofit Systems
1856	Outline of Investigation for Power-Operated Chemical Pumps
1861	Standard for Communications-Circuit Accessories
1863	Standard for Communications-Circuit Accessories
1863	Standard for Isolating Signal and Feedback Transformers for Use in Electronic Equipment
1876	Standard for Fire Test of Plastic Sprinkler Pipe for Visible Flame and Smoke Characteristics
1887	Standard for Fire Test of Plastic Sprinkler Pipe for Flame and Smoke Characteristics
1887	Standard for Commercial Filters for Cooking Oil
1889	Standard for Wire Bulletin Compounds
1893	Subject 1893
1893	Subject 1893
1893	Standard for Uplift Tests for Roof Covering Systems
1897	Standard for Solid-State Fan Speed Controls
1917	Standard for Electric Plumbing Accessories
1951	Outline of Investigation for Power Distribution Blocks
1953	Outline of Investigation for Power Distribution Blocks
1953	Standard for Refrigerant Recovery/Recycling Equipment
1963	Outline for Rescue Equipment
1964	Standard for Signaling Devices for the Hearing Impaired
1971	ANSI/CAN/UL Standard for Batteries for Use in Stationary, Vehicle Auxiliary Power and Light Electric Rail (LER) Applications / Norme sur les batteries destinées aux appareils stationnaires, à l'alimentation auxiliaire pour véhicules et aux applications de système léger sur rail
1973	ANSI/CAN/UL Standard for Evaluation for Repurposing Batteries / Norme sur les évaluation pour la transformation des batteries
1974	Standard for Fire Tests for Foamed Plastics Used for Decorative Purposes
1975	 Outline of Investigation for Crimp Tools for use with Connecting Devices
1976	Standard for Component Connectors for Use in Data, Signal, Control and Power Applications
1977	Standard for Grease Ducts
1978	Standard for Grease Ducts
1978	Standard for Grease Ducts
1978	Standard for Central-Station Automation Systems
1981	STANDARD FOR SIGNAL RECEIVING CENTRE AUTOMATION SYSTEM / STANDARD FOR SIGNAL RECEIVING CENTRE AUTOMATION SYSTEM
1981	Subject for Drinking Water Program
1983	Standard for Standby Batteries
1989	Standard for Nonmetallic Underground Conduit with Conductors
1990	Self-Ballasted Lamps and Lamp Adapters
1993	Self-Ballasted Lamps and Lamp Adapters
1993	Standard for Luminous Egress Path Marking Systems
1994	Heating and Cooling Equipment
1995	Standard for Electric Duct Heaters
1996	Standard for Software in Programmable Components
1998	Outline of Investigation for LP-Gas Cylinder Assemblies
2003	Outline of Investigation for LP-Gas Cylinder Assemblies
2003	Standard for Halon 1211 Recovery/Recharge Equipment
2006	Standard for Halon 1211 Recovery/Recharge Equipment
2006	Shatter Containment Of Lamps For Use In Regulated Food Establishments
2007A	HYGIENIC DESIGN AND CONSTRUCTION  OF  RESIDENTIAL FOOD HEATING AND COOKING APPLIANCES
2007B	Outline for Machinery
2011	Outline for Machinery
2011	Outline of Investigation for Machinery
2011	Standard for General-Purpose Signaling Devices and Systems
2017	Standard for Fixed and Location-Dedicated Electric Room Heaters
2021	Standard for Optical Fiber and Communication Cable Raceway
2024	Standard for Cable Routing Assemblies and Communications Raceways
2024	GAS/VAPOR-BLOCKED CABLE CLASSIFIED FOR USE IN CLASS I HAZARDOUS (CLASSIFIED) LOCATIONS
2029	Subject for Plumbing Products Classified in Accordance with International Publications
2032	Standard for Single and Multiple Station Carbon Monoxide Alarms
2034	Standard for Single and Multiple Station Carbon Monoxide Alarms
2034	Flexible Connector Piping for Fuels
2039	Standard for Folding Rollaway Tables
2040	Standard for Fire Test for Heat and Visible Smoke Release for Discrete Products and Their Accessories Installed in Air-Handling Spaces
2043	Standard for Commercial Closed-Circuit Television Equipment
2044	RESIDENTIAL PIPE HEATING CABLE
2049	National Industrial Security Systems
2050	Standard for Household and Commercial Batteries
2054	Outline of Investigation for Safety of Lithium-ion Power Banks
2056	HIGH-SECURITY ELECTRONIC LOCKS
2058	Standard for Adapters and Cylinder Connection Devices for Portable LP-Gas Cylinder Assemblies
2061	ENCLOSURES FOR USE IN HAZARDOUS (CLASSIFIED) LOCATIONS
2062	Outline for Battery Holders
2069	Standard for Gas and Vapor Detectors and Sensors
2075	CO Gas Test Kit for Gas and Vapor Detectors and Sensors
2075A	Standard for Tests for Fire Resistance of Building Joint Systems
2079	Standard for Tests for Fire Resistance of Building Joint Systems
2079	Standard for Fire Resistant Tanks for Flammable and Combustible Liquids
2080	Standard for Protected Aboveground Tanks for Flammable and Combustible Liquids
2085	Standard for Vehicle Battery Adapters
2089	Subject for Pre-Engineered Wet-Chemical Extinguishing System Units
2092	Standard for Commercial/Industrial Gas and/or Oil-Burning Assemblies With Emission Reduction Equipment
2096	Reference Standard for Double Insulation Systems for Use in Electronic Equipment
2097	Standard for Field Erected Boiler Assemblies
2106	Standard for Low Voltage Lighting Systems
2108	Standard for Overheating Protection for Motors
2111	Subject for Venting Systems for Use with Gas-Fired Vent Appliances
2112	ANSI/CAN/UL/ULC Standard for Processed Solid-Fuel Firelogs and Firestarters / Norme sur les bûches et les allume-feu préfabriqués en combustible solide
2115	ANSI/CAN/UL/ULC Processed Solid-Fuel Firelogs and Firestarters
Norme sur les bûches et les allume-feu préfabriqués en combustible solide
2115	PROTECTIVE SHIELDING GUARDS FOR PLUMBING
2119	ANSI/CAN/UL/ULC Inert Gas Clean Agent Extinguishing System Units / ANSI/CAN/UL/ULC Unités de système d'extinction aux agents propres à gaz inerte
2127	Inert Gas Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à gaz inerte
2127	Halocarbon Clean Agent Fire Extinguishers
2129	Outline of Investigation for Compressed Gas Cylinder Safety Caps
2133	Outline of Investigation for Special Purpose Nonmetallic Containers and Tanks for Specific Combustible or Noncombustible Liquids
2152	RUBBER HOSE FOR RADIANT HEATING
2156	Electric Clothes Washing Machines and Extractors
2157	Electric Clothes Washing Machines and Extractors
2157	Electric Clothes Dryers
2158	Electric Clothes Dryers
2158	Standard for Clothes Dryer Transition Duct
2158A	Standard for Neon Transformers and Power Supplies
2161	Commercial Wood-Fired Baking Ovens - Refractory Type
2162	COMMERCIAL WOOD-FIRED BAKING OVENS - REFRACTORY TYPE
2162	ANSI/CAN/UL/ULC Halocarbon Clean Agent Extinguishing System Units / ANSI/CAN/UL/ULC Unités de système d'extinction aux agents propres à l'halocarbure
2166	Halocarbon Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à l
2166	Outline of Investigation for Plastic Pipe and Fitting Assemblies used as Self-Contained Automatic Extinguisher Units for Total Flooding Applications
2166P	Water Mist Nozzles for Fire-Protection Service
2167	Outline for Marking and Coding Equipment
2178	Outline for Marking and Coding Equipment
2178	Standard for Refrigerants
2182	Subject for Modular Scaffold Stage Platforms and Modular Suspended Work Platforms
2185	Outline for Commercial Butane-Fueled Portable Cook Stoves
2191	Standard for Tests for Fire Resistive Cables
2196	Standard for Stationary Engine Generator Assemblies
2200	ANSI/CAN/UL/ULC Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires
2200	Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires
2200	Outline of Investigation for Fire Containment Testing of Stationary Engine Generator Enclosures
2200A	Standard for Carbon Monoxide (CO) Emission Rate of Portable Generators
2201	Standard for Electric Vehicle (EV) Charging System Equipment
2202	Standard for Solvent Distillation Units
2208	OIL/WATER SEPARATORS
2215	Outline of Investigation for Oil/Water Separators
2215	Standard for Impact Resistance of Prepared Roof Covering Materials
2218	Impact Resistance of Roofing Systems
2218A	Standard for Tests of Fire Resistive Grease Duct Enclosure Assemblies
2221	Standard for Cables and Cable-Fittings For Use In Hazardous (Classified) Locations
2225	Standard for Overfilling Prevention Devices
2227	Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits: General Requirements
2231-1	Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits: Particular Requirements for Protection Devices for Use in Charging Systems
2231-2	Multi-Point Interconnection Power Cable Assemblies for Industrial Machinery
2237	Standard for Cable Assemblies and Fittings for Industrial Control and Signal Distribution
2238	Hardware for the Support of Conduit, Tubing, and Cable
2239	Standard for Below-Grade Vaults for Flammable Liquid Storage Tanks
2245	Subject for Hygiene Equipment for Use in Meat and Poultry Plants
2247	Subject for Marina Fuel Storage, Piping, and Dispensing Systems
2248	Outline of Investigation for Hydrogen Fuel Dispensing Systems 
2249	Standard for Instrumentation Tray Cable
2250	Standard for Plugs, Receptacles, and Couplers for Electric Vehicles
2251	Standard for Receptacle Closures
2255	Nonmetallic Sheathed Cable Interconnects
2256	IDENTIFICATION TESTS FOR JACKET AND INSULATION MATERIALS USED IN PLENUM CABLES
2257	ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles
2258	ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / ANSI/CAN/UL/ULC Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles
2258	Subject for Network-Powered Broadband Communications Cable
2261	CABLES FOR NETWORK-POWERED BROADBAND COMMUNICATIONS SYSTEMS
2261	Fuel Cell Modules for Use in Portable and Stationary Equipment
2262	BOROHYDRIDE FUEL CARTRIDGES WITH INTEGRAL FUEL PROCESSING FOR USE WITH PORTABLE FUEL CELL POWER SYSTEMS OR SIMILAR EQUIPMENT
2262A	Electric Vehicle Cable
2263	Subject 2264 Gaseous Hydrogen Generation Appliances
2264	Outline of Investigation for Water Electrolysis Type Hydrogen Generators
2264A	HYDROGEN GENERATORS USING WATER REACTION
2264B	PORTABLE WATER ELECTROLYSIS TYPE HYDROGEN GENERATORS
2264D	Subject 2265 - Fuel Cell Power Units and Fuel Storage Containers for Portable Devices
2265	Outline of Investigation for Micro Fuel Cell Power Systems Using Direct Methanol Fuel Cell Technology
2265A	Outline for Hand-Held or Hand-Transportable Alkaline (Direct Borohydride) Fuel Cell Power Units And Borohydride Fuel Cartridges For Use With Consumer Electronics or Information Technology Equipment
2265C	Subject 2266 Subject 2266 Electromagnetic Compatibility, Electrical Safety, and Physical Protection of Stationary and Portable Fuel Cell Power Systems for Use with Commercial Network Telecommunications Equipment
2266	Standard for Fuel Cell Power Systems for Installation in Industrial Electric Trucks
2267	OPTICAL FIBER/COMMUNICATIONS/SIGNALING/COAXIAL CABLE OUTLET BOXES
2269	ANSI/CAN/UL/ULC Standard for Batteries for Use In Light Electric Vehicle (LEV) Applications / Norme sur les batteries électriques pour véhicules électriques légers
2271	ANSI/CAN/UL/ULC Batteries for Use in Light Electric Vehicle (LEV) Applications
Norme sur les batteries électriques pour véhicules électriques légers
2271	ANSI/CAN/UL Standard for Electrical Systems for Personal E-Mobility Devices / Systèmes électriques pour les appareils de mobilité personnelle
2272	Other Recognized Document for Electrical Systems for Self-Balancing
2272-O	Scooters
2273	Festoon Cable
2276	Outline of Investigation for Recreational Vehicle Cable
2277	Flexible Motor Supply Cable and Wind Turbine Tray Cable
2277	Flexible Motor Supply Cable and Wind Turbine Tray Cable
2282	Environmental Claim Validation Procedure (ECVP) for Resistance to Bacterial Growth
2283	Environmental Claim Validation Procedure (ECVP) for Resistance to Fungal Growth
2305	Standard for Exhibition Display Units, Fabrication and Installation
2311	Subject for Plumbing Fixtures
2312	Subject for Transit System Equipment
2316	Subject 2316 Internal Combustion Engine-Powered Industrial/Commercial Floor Cleaning Machines
2317	Subject for Electric-Battery-Powered Cleaning Machines
2321	PLATE WARMERS
2325	Subject for Solid-State Light Emitting Components
2329	Outline for Personnel Electrostatic Control Devices
2333	Standard for Infrared Thermometers
2335	Standard for Fire Tests of Storage Pallets
2339	MOBILE AND MODULAR STAGES
2344	Standard for Material Lifts
2351	Standard for Spray Nozzles for Fire-Protection Service
2351	Standard for Spray Nozzles for Fire-Protection Service
2351	Spray Nozzles for Fire-Protection Service
2351A	Outline of Investigation for Nozzle Adaptors with Integral Filter for Fire Protection Service
2353	Standard for Safety for Single- and Multi-Layer Insulated Winding Wire
2358	Outline of Investigation for Fire Tests of Pre-Lit Artificial Seasonal Use Trees and Other Seasonal Decorative Items
2360	Standard for Test Methods for Determining the Combustibility Characteristics of Plastics Used in Semi-Conductor Tool Construction
2361	CUSTOM-BUILT KIOSKS
2365	Subject for Laundry Equipment Accessories
2367	Standard for Solid State Overcurrent Protectors
2368	Standard for Fire Exposure Testing of Intermediate Bulk Containers for Flammable and Combustible Liquids
2375	Outline for Hip and Ridge Shingles
2375	HIP AND RIDGE SHINGLES
2388	Standard for Flexible Lighting Products
2389	COAXIAL FAULT PROTECTORS FOR NETWORK-POWERED BROADBAND COMMUNICATIONS SYSTEMS
2391	EQUIPMENT WITH REMOTE FEEDING TELECOMMUNICATION CIRCUITS INTENDED FOR BACKWARDS COMPATIBILITY IN LEGACY TELECOMMUNICATION EQUIPMENT
2391	Equipment with Remote Feeding Telecommunication Circuits Intended for Backwards Compatibility in Legacy Telecommunication Equipment
2395	Standard for Adhesives for Use in Heating and Cooling Appliances to Secure Thermal Insulation
2399	Metal Venting Systems for Household clothes Dryers
2405	Subject for Aboveground Secondarily-Contained Piping for Flammable Liquids
2416	Audio/Video, Information and Communication Technology Equipment Cabinet, Enclosure and Rack Systems
2419	ELECTRICALLY CONDUCTIVE CORROSION RESISTANT COMPOUNDS
2420	Standard for Belowground Reinforced Thermosetting Resin Conduit (RTRC) and Fittings
2422	ULTRAVIOLET CURING EQUIPMENT FOR COMMERCIAL USE
2424	Subject for Communications & Power-Limited Cables
2424	CABLE MARKED 'LIMITED COMBUSTIBLE'
2431	Durability of Fire Resistive Coatings and Materials
2432	DRY SYSTEM WATER DELIVERY TIME CALCULATION PROGRAMS
2432	DRY SYSTEM WATER DELIVERY TIME CALCULATION PROGRAMS
2436	Outline of Investigation for Spill Containment for Stationary Acid and Alkaline Electrolyte Battery Systems 
2436	Outline of Investigation for Spill Containment for Stationary Acid and Alkaline Electrolyte Battery Systems 
2438	Standard for Outdoor Seasonal-Use Cord-Connected Wiring Devices
2441	COMPONENT - CONNECTOR HOUSINGS
2442	Standard for Wall- and Ceiling-Mounts and Accessories
2443	Standard for Flexible Sprinkler Hose with Fittings for Fire Protection Service
2446	UNITARY BOILER ROOM SYSTEMS
2447	Subject 2447 Containment Sumps
2452	ELECTRIC SWIMMING POOL AND SPA COVER OPERATORS
2453	Prefabricated Wiring Assemblies Prefabricated Wiring Assemblies
2459	Insulated Multi-Pole Splicing Wire Connectors
2460	Nonshielded Cable
2485	Environmental Claim Validation Procedure (ECVP) for Recyclability of Paper-Based Products
2505	CEMENTITIOUS MATERIALS USED FOR RESURFACING SMOKE CHAMBER OF MASONRY FIREPLACES
2506	Refractory Panels For Masonry Fireplaces
2515	Aboveground Reinforced Thermosetting Resin Conduit (RTRC) and Fittings
2515A	Standard for Supplemental Requirements for Extra Heavy Wall Reinforced Thermosetting Resin Conduit (RTRC) and Fittings
2518	Air Dispersion Systems
2523	Solid Fuel-Fired Hydronic Heating Appliances, Water Heaters and Boilers	
2524	ANSI/CAN/UL Standard for In-building 2-Way Emergency Radio Communication Enhancement Systems / Norme de sécurité pour les systèmes d'amélioration de la radiocommunication bidirectionnelle intérieure d'urgence
2524A	Outline of Investigation for In-Building Auxiliary Radio Communication Systems
2525	Two-Way Emergency Communications Systems for Rescue Assistance
2556	Wire and Cable Test Methods
2556	Wire and Cable Test Methods
2557	Membrane Switches
2558	Cable Management Systems - Cable Ties for Electrical Installations (62275)
2560	Subject 2560 Emergency Call Systems for Assisted Living and Independent Living Facilities
2561	Standard for 1400 Degree Fahrenheit Factory-Built Chimneys
2562	Outline for Pendant Cable
2562	Outline for Pendant Cable
2563	HEAT RESISTANT WIRE
2564	LOW-VOLTAGE SURGE WITHSTAND TELECOMMUNICATIONS OVERCURRENT PROTECTOR COMPONENTS
2565	Industrial Metalworking and Woodworking Machine Tools
2566	PART 2: LOW-VOLTAGE SURGE WITHSTAND TELECOMMUNICATIONS FUSES
2567	PART 3: LOW-VOLTAGE SURGE WITHSTAND TELECOMMUNICATIONS POLYMER POSITIVE TEMPERATURE COEFFICIENT THERMISTOR (PPTC)
2569	PART 5: LOW-VOLTAGE SURGE WITHSTAND TELECOMMUNICATIONS LINE FEED RESISTOR (LFR)
2570	PART 6: LOW-VOLTAGE SURGE WITHSTAND TELECOMMUNICATIONS ELECTRONIC CURRENT LIMITERS (ECL)
2571	IRRIGATION FEEDER, CONTROL, AND SIGNAL CABLES
2572	Standard for Mass Notification Systems
2573	Outline of Investigation for Automatic Air Release, Air/Vacuum and Combination Air Valves for Fire Protection Service
2576	REFRACTORY COMBUSTION CHAMBER LINERS
2577	Suspended Ceiling Grid Low Voltage Systems and Equipment
2577	Standard for Suspended Ceiling Power Grid Systems and Equipment / Norme relative à l'équipement et systèmes de distribution de l’alimentation des treillis de plafond suspendu
2579	LOW-VOLTAGE FUSES - FUSES FOR PHOTOVOLTAIC SYSTEMS
2580	ANSI/CAN/UL/ULC Standard for Batteries for Use In Electric Vehicles / Norme sur les batteries pour véhicules électriques
2580	ANSI/CAN/UL/ULC Standard for Batteries for Use In Electric Vehicles / ANSI/CAN/UL/ULC Norme sur les Batteries pour véhicules électriques
2581	Outline of Investigation for Hydraulic Surge Suppressors for Water Based Fire Protection Systems
2581A	Outline of Investigation for Expansion Chambers for Water Based Fire Protection Systems
2582	Outline of Investigation for Hip and Ridge Vents
2583	Outline of Investigation for Fuel Tank Accessories
2585	REBUILT FLAMMABLE LIQUID METERS
2586	Hose Nozzle Valves
2586A	Hose Nozzle Valves For Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85)
2586B	Hose Nozzle Valves for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends With Nominal Biodiesel Concentrations Up To 20 Percent (B20), Kerosene, and Fuel Oil
2586C	Outline of Investigation for Hose Nozzle Valves for Diesel Exhaust Fluid
2591	Outline of Investigation for Battery Cell Separators
2592	Low Voltage LED Wire
2593	MOTOR DRIVEN TURNSTILE OPERATORS AND SYSTEMS
2594	Standard for Electric Vehicle Supply Equipment
2595	Standard for General Requirements for Battery-Powered Appliances
2595	General Requirements for Battery-Powered Appliances
2600	CAN/UL Standard for Relocatable Structures / Norme sur les structures relocalisables
2600	Relocatable Buildings / Bâtiments relocalisables
2610	Commercial Premises Security Alarm Units and Systems
2640	Test Method for Server Performance
2682	Outline of Investigation for Switch-Rated Plugs and Receptacles
2683	Electric Heating Systems for Floor and Ceiling Installation
2695	DC RATED ATTACHMENT PLUGS AND OUTLET DEVICES INTENDED FOR USE WITH INFORMATION TECHNOLOGY AND TELECOMMUNICATION EQUIPMENT INSTALLED IN RESTRICTED ACCESS LOCATIONS
2703	Standard for Mounting Systems, Mounting Devices, Clamping/Retention Devices, and Ground Lugs for Use with Flat-Plate Photovoltaic Modules and Panels
2710	Outline of Investigation for Sustainability for Portable Electronic Products
2726	Outline of Investigation for Battery Lead Wire
2727	RETROFIT MOTOR CONTROL CENTER UNITS FOR USE WITH SPECIFIED MOTOR CONTROL CENTER SECTIONS
2728	PELLET FUEL BURNING COOKING APPLIANCES
2728A	Outline of Investigation for Pellet Fuel Burning Cooking Appliances
2729	Subject 2729
2730	Subject 2730
2731	Outline of Investigation for Telecommunication Central Office Power, Battery, and Distribution Cables
2732	Subject 2732
2733	SURFACE VEHICLE ON-BOARD CABLE
2735	Standard for Electric Utility Meters
2735C	Electric Utility Meters for Canada
2736	SINGLE POLE SEPARABLE INTERCONNECTING CABLE CONNECTORS FOR USE WITH WIND TURBINE GENERATING SYSTEMS
2738	Standard for Induction Power Transmitters and Receivers for use with Low Energy Products
2743	ANSI/CAN/UL Standard for Portable Power Packs / ANSI/CAN/UL Norme pour les Blocs d'alimentation portatifs
2745	Subject 2745
2747	ELECTRIC VEHICLE POWER SUPPLIES
2748	Standard for Arcing Fault Quenching Equipment
2748A	Standard for Arcing Fault Interrupting Devices
2749	Seasonal Use LED Drivers and Non-Integral LED Lighting Strings
2750	Outline of Investigation for Wireless Power Transfer Equipment for Electric Vehicles
2752	Outline of Investigation for Fabricated Stairways
2753	Outline for Battery Operated Ride-On Lawn Mowers
2755	Outline of Investigation for Modular Data Centers
2759	Sustainability for Hard Surface Cleaners
2761	Sustainability for Sealants and Caulking Compounds
2762	Sustainability for Adhesives
2764	Sustainability for Gas-Fired Condensing Hot Water Heating Boilers
2765	Sustainability for Indirect Fired Domestic Hot Water Tanks
2766	Sustainability for Energy Efficient Heating/Cooling Systems for Buildings
2767	Sustainability for Paint and Varnish Remover
2768	Sustainability for Architectural Surface Coatings
2769	Sustainability for Corrosion Control Products
2770	Sustainability for Commercial Car Wash Services
2771	Sustainability for Paper Products
2773	Sustainability for Pens, Mechanical Pencils, and Other Writing Instruments
